  -3.5591299549    0.4904088267   -0.2086521737
  -4.3863322632   -0.0805677006   -0.2086521737
  -4.8534375087   -0.9705623879   -0.2086521737
  -2.2894596921   -2.3824519569   -2.0273055216
  -3.1054596934   -0.9431252806    2.3893478303
  -3.9043471670   -0.3626995559    2.0684963809
  -3.9043471670   -1.5235510053    2.0684963809
  -2.8003118316   -1.8822738312    2.0684963809
  -3.9043471670    0.4405884134    1.2284963809
  -4.6068770211   -0.3966540641    1.2284963809
  -4.6068770211   -1.4895964971    1.2284963809
  -3.9043471670    0.4405884134    0.1901992798
  -4.6068770211   -0.3966540641    0.1901992798
  -3.9843471674    0.4345884133   -0.5965036271
  -4.6868770214   -0.4026540641   -0.5965036271
  -2.9080089858    0.6243758751   -1.6348007282
  -3.9843471674    0.4345884133   -1.6348007282
  -4.6868770214   -0.4026540641   -1.6348007282
  -4.6868770214   -1.4955964971   -1.6348007282
  -2.1979804699   -0.9491252806   -2.4748007282
  -2.8803118319   -0.0099767301   -2.4748007282
  -3.9843471674   -0.3686995559   -2.4748007282
  -3.9843471674   -1.5295510054   -2.4748007282
  -2.8803118319   -1.8882738312   -2.4748007282
  -3.1854596937   -0.9491252806   -2.7956521777
  -3.3504596944   -2.7991252888    1.7513478263
  -4.3304596944   -2.7991252888    1.4887576177
  -3.8404596944   -3.6478301845    1.4887576177
  -2.8604596944   -3.6478301845    1.4887576177
  -3.8749881664   -4.4134579317    0.7713478263
  -2.8259312225   -4.4134579317    0.7713478263
  -1.9772263268   -3.7968377313    0.7713478263
  -4.3304596944   -4.4965350802   -0.2086521737
  -3.3504596944   -4.7591252888   -0.2086521737
  -2.3704596944   -4.4965350802   -0.2086521737
  -1.6530499030   -3.7791252888   -0.2086521737
  -3.8749881664   -4.4134579317   -1.1886521737
  -2.8259312225   -4.4134579317   -1.1886521737
  -1.9772263268   -3.7968377313   -1.1886521737
  -2.3704596944   -2.7991252888   -1.9060619651
  -4.3304596944   -2.7991252888   -1.9060619651
  -3.8404596944   -3.6478301845   -1.9060619651
  -2.8604596944   -3.6478301845   -1.9060619651
  -3.3504596944   -2.7991252888   -2.1686521737
  -5.0943471723   -2.1846995639    1.1504963768
  -5.0943471723   -3.3455510134    1.1504963768
  -5.0943471723   -1.3814115947    0.3104963768
  -5.7968770263   -2.2186540721    0.3104963768
  -5.7968770263   -3.3115965051    0.3104963768
  -5.0943471723   -4.1488389826    0.3104963768
  -5.0943471723   -1.3814115947   -0.7278007243
  -5.7968770263   -2.2186540721   -0.7278007243
  -5.7968770263   -3.3115965051   -0.7278007243
  -5.0943471723   -4.1488389826   -0.7278007243
  -5.0943471723   -2.1846995639   -1.5678007243
  -5.0943471723   -3.3455510134   -1.5678007243
  -0.6140089757   -3.5706264410   -0.5975036271
   0.3325069362   -3.0241552245   -0.5975036271
  -1.6903471573   -3.3808389792   -1.6358007282
  -0.6140089757   -3.5706264410   -1.6358007282
  -0.5863118218   -1.0579767347   -2.4758007282
  -1.6903471573   -1.4166995605   -2.4758007282
  -1.6903471573   -2.5775510100   -2.4758007282
  -0.5863118218   -2.9362738358   -2.4758007282
  -0.8914596836   -1.9971252852   -2.7966521777
   0.1985403169   -2.1441252859    2.6507576228
  -1.2714596831   -2.9928301816    2.6507576228
  -0.2914596831   -2.9928301816    2.6507576228
   0.9159501083   -2.1441252859    1.9333478314
  -2.1546930508   -3.1418377284    1.9333478314
  -1.3059881551   -3.7584579288    1.9333478314
  -0.2569312112   -3.7584579288    1.9333478314
   0.5917736846   -3.1418377284    1.9333478314
  -1.7614596831   -3.8415350773    0.9533478314
  -0.7814596831   -4.1041252859    0.9533478314
   0.1985403169   -3.8415350773    0.9533478314
   0.9159501083   -3.1241252859    0.9533478314
  -1.3059881551   -3.7584579288   -0.0266521686
  -0.2569312112   -3.7584579288   -0.0266521686
   0.5917736846   -3.1418377284   -0.0266521686
  -1.1764596849   -1.5851252834    3.3163478344
  -0.1889804610   -1.5851252834    2.9954963850
  -0.8713118231   -0.6459767329    2.9954963850
  -1.9753471586   -1.0046995587    2.9954963850
  -1.9753471586   -2.1655510082    2.9954963850
  -0.8713118231   -2.5242738340    2.9954963850
   0.0475069349   -0.5580953442    2.1554963850
  -2.6778770126   -2.1315964999    2.1554963850
  -0.8930089769    2.0513758814   -0.6755036275
  -1.9693471585    1.8615884196   -0.6755036275
  -0.8930089769    2.0513758814   -1.7138007286
  -1.9693471585    1.8615884196   -1.7138007286
  -2.6718770126    1.0243459422   -1.7138007286
  -0.1829804610    0.4778747257   -2.5538007286
  -0.8653118231    1.4170232762   -2.5538007286
  -1.9693471585    1.0583004504   -2.5538007286
  -1.9693471585   -0.1025509991   -2.5538007286
  -0.8653118231   -0.4612738249   -2.5538007286
  -1.1704596848    0.4778747257   -2.8746521780
  -1.2034596850    0.6738747265    2.9053478314
  -0.2234596850    0.6738747265    2.6427576228
  -0.7134596850    1.5225796222    2.6427576228
  -1.6934596850    1.5225796222    2.6427576228
  -2.1834596850    0.6738747265    2.6427576228
  -1.6934596850   -0.1748301692    2.6427576228
  -0.7134596850   -0.1748301692    2.6427576228
  -1.7279881569    2.2882073695    1.9253478314
  -2.1834596850    2.3712845179    0.9453478314
  -1.7279881569    2.2882073695   -0.0346521686
  -2.9793471630    1.1713004509    2.1544963813
  -2.9793471630    0.0104490014    2.1544963813
  -2.9793471630    1.9745884201    1.3144963813
  -3.6818770170    1.1373459427    1.3144963813
  -2.9793471630    1.9745884201    0.2761992802
  -3.6818770170    1.1373459427    0.2761992802
  -2.9793471630    1.1713004509   -0.5638007198
   1.2385403258   -0.4981252786    2.3413478301
   2.2260195496   -0.4981252786    2.0204963807
   1.5436881875    0.4410232719    2.0204963807
   0.4396528521    0.0823004461    2.0204963807
   1.5436881875   -1.4372738292    2.0204963807
   1.5159910337   -2.0716264344    1.1804963807
   2.4625069456   -1.5251552179    1.1804963807
   2.4625069456   -1.5251552179    0.1421992796
   2.6997736938   -1.6388377218   -0.3486521786
   3.0239501176   -1.6211252793   -1.3286521786
   3.0239501176   -0.6411252793   -2.3086521786
   1.8510687981    0.9732073637   -2.3086521786
  -0.3708694653   -0.6411252793   -2.3086521786
   2.6997736938   -1.6388377218   -2.3086521786
   2.3065403262   -0.6411252793   -3.0260619700
   1.8165403262    0.2075796164   -3.0260619700
   0.8365403262    0.2075796164   -3.0260619700
   0.3465403262   -0.6411252793   -3.0260619700
