   1.5630000010    2.1313266746    1.8186533479
   1.0380000010    1.2220000006    1.8186533479
   4.1880000010    1.2220000006    0.0000000000
   3.9474576549    2.1979186619    0.0000000000
   3.2809359691    2.9502661190    0.0000000000
   3.9474576549    0.2460813393    0.0000000000
   1.5630000010    2.1313266746   -1.8186533479
   1.0380000010    1.2220000006   -1.8186533479
   1.7631478625    3.0761485516    1.3591485505
   0.6591125270    2.7174257257    1.3591485505
   1.7354507086    3.7105011568    0.5191485505
   0.6591125270    3.5207136950    0.5191485505
  -0.0434173270    2.6834712175    0.5191485505
   1.7354507086    3.7105011568   -0.5191485505
   0.6591125270    3.5207136950   -0.5191485505
  -0.0434173270    2.6834712175   -0.5191485505
   1.7631478625    3.0761485516   -1.3591485505
   0.6591125270    2.7174257257   -1.3591485505
   4.3267749487    1.2140000006   -0.3878514499
   3.9529666211    2.2410299398   -0.3878514499
   3.9529666211    0.1869700613   -0.3878514499
   4.3267749487    1.2140000006   -1.4261485510
   3.9529666211    2.2410299398   -1.4261485510
   3.0064507092    2.7875011563   -1.4261485510
   3.9529666211    0.1869700613   -1.4261485510
   3.7164792251    1.2140000006   -2.2661485510
   3.0341478631    2.1531485511   -2.2661485510
   1.9301125276    1.7944257253   -2.2661485510
   1.9301125276    0.6335742758   -2.2661485510
   3.0341478631    0.2748514500   -2.2661485510
   2.7290000013    1.2140000006   -2.5870000004
   2.7290000013    1.2140000006    2.5870000004
   3.7164792251    1.2140000006    2.2661485510
   3.0341478631    2.1531485511    2.2661485510
   1.9301125276    1.7944257253    2.2661485510
   1.9301125276    0.6335742758    2.2661485510
   3.0341478631    0.2748514500    2.2661485510
   4.3267749487    1.2140000006    1.4261485510
   3.9529666211    2.2410299398    1.4261485510
   3.0064507092    2.7875011563    1.4261485510
   3.9529666211    0.1869700613    1.4261485510
   4.3267749487    1.2140000006    0.3878514499
   3.9529666211    2.2410299398    0.3878514499
   3.9529666211    0.1869700613    0.3878514499
   1.2000000006    0.0000000000    2.1000000000
   0.6750000006    0.9093266740    1.8186533479
   0.6750000006   -0.9093266740    1.8186533479
